"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_biotype","external_gene_name"
"FBgn0003655",3913.57489137845,1.09911596491453,0.430134030376245,0.000448478591642244,0.020737650279244,"protein_coding","swa"
"FBgn0003733",1865.45346146645,0.647389241373689,0.408097247980004,0.00577540029307678,0.0697825359184176,"protein_coding","tor"
"FBgn0003882",1407.49988527852,0.650448104551495,0.231426816444968,0.000400087926112367,0.0196536669948048,"protein_coding","tub"
"FBgn0003996",1333.71502796077,-2.75953119787116,0.161094167534921,5.25680184096033e-67,2.8754706070053e-63,"protein_coding","w"
"FBgn0004066",7197.86737719665,0.699163132165139,0.341339286063497,0.00234643181182805,0.0475369704099979,"protein_coding","Prosalpha4"
"FBgn0004400",795.02755841096,0.751191454381616,0.364332850343893,0.00210339041595865,0.0449758401105078,"protein_coding","rhi"
"FBgn0004419",30130.7387763482,0.862565798789595,0.282364213651037,0.000134716848410388,0.0109985247881317,"protein_coding","me31B"
"FBgn0004427",21.8567318439058,-3.43124079277232,0.952145266639635,1.05405362869638e-05,0.00167120966636788,"protein_coding","LysD"
"FBgn0004619",109.152348576181,-0.637427593081557,0.387040130432754,0.00537861896465903,0.0684210365969416,"protein_coding","GluRIA"
"FBgn0004622",46.0107821955503,1.17422302000417,0.464950879206851,0.000488805282434801,0.0211546760358208,"protein_coding","TkR99D"
"FBgn0004839",15034.1970436073,3.47778589900137,0.186629433445621,9.67855296845934e-79,1.05883369474945e-74,"protein_coding","otk"
"FBgn0004872",1441.2946411416,1.21390902458061,0.404047132528284,0.000117427354315358,0.0103601230339517,"protein_coding","piwi"
"FBgn0004882",1243.37717684375,1.40739181616332,0.465512959149915,0.00010156649297267,0.00966206463583487,"protein_coding","orb"
"FBgn0004889",3791.80253339004,0.67815502490543,0.259193848161731,0.000622111206240456,0.0240491045804614,"protein_coding","tws"
"FBgn0005390",244.104303742433,1.53713342597223,0.666188124710821,0.000647618267107439,0.0245153766164546,"protein_coding","fs(1)M3"
"FBgn0005596",1911.83040296506,0.730562427408112,0.335979591477931,0.00164986998197037,0.041860925901994,"protein_coding","yem"
"FBgn0005654",736.952059573981,0.670876119015724,0.279562590130372,0.00111603423058344,0.0334504506372133,"protein_coding","Orc3"
"FBgn0005683",436.878985061507,1.07242646953354,0.440930985150507,0.000625716581575787,0.0241033077550673,"protein_coding","pie"
"FBgn0005696",1149.00122553622,0.597459984977167,0.208205417414029,0.000376941783585883,0.0192452698241528,"protein_coding","PolA2"
"FBgn0010043",51.8049566815296,-2.79074025228578,0.709595253293201,4.09748548783831e-06,0.000835504933015608,"protein_coding","GstD7"
"FBgn0010097",379.434617809002,1.46412910317827,0.624962840835018,0.000611744415798202,0.0238433281442119,"protein_coding","gammaTub37C"
"FBgn0010114",538.843601250405,-0.597969065738211,0.222923162725843,0.000642248715848948,0.0243965310812066,"protein_coding","hig"
"FBgn0010288",1074.46185935044,1.12225170971383,0.417701577578528,0.000312731415063001,0.0171863323740615,"protein_coding","Uch"
"FBgn0010317",95.507664144719,1.17707853288982,0.550501023032394,0.00114210848576152,0.0339528990060626,"protein_coding","CycJ"
"FBgn0010358",59.9070147768336,-5.25724892421781,1.04156506345123,1.63070805607293e-08,8.10906642428995e-06,"protein_coding","deltaTry"
"FBgn0010549",84.6972273165772,-0.961485165850878,0.44163547982263,0.00124799202995966,0.0358347317788943,"protein_coding","l(2)03659"
"FBgn0011582",33.4470884742638,-0.92428901888464,0.47909649887896,0.0021681771420831,0.0456151114122867,"protein_coding","Dop1R1"
"FBgn0011660",1295.8923456185,1.06533209859637,0.315805226854932,3.86605024193201e-05,0.00477292315722653,"protein_coding","Pms2"
"FBgn0011695",216.436759345277,-0.75191262564434,0.726424752683613,0.00736369411345263,0.07860176725007,"protein_coding","EbpIII"
"FBgn0011761",6953.84774789681,1.94760995403761,0.799998071599183,0.000421181625215246,0.0202093288590123,"protein_coding","dhd"
"FBgn0011774",603.148247012067,0.775045051330376,0.347113033775201,0.00139370730238316,0.0381178947201793,"protein_coding","Irbp"
"FBgn0011802",1712.64114504486,0.642998208722311,0.263318748170818,0.00109790723240144,0.0331916517464322,"protein_coding","Gem3"
"FBgn0012036",2596.09141658504,0.599842336831584,0.382046397011662,0.00668070914971653,0.0749609826645117,"protein_coding","Aldh"
"FBgn0013548",1946.15390790004,0.7788097224243,0.292076162264821,0.00042597982917778,0.0203503027563533,"protein_coding","l(2)dtl"
"FBgn0013772",1113.30237913207,-0.593842623283322,0.235578527124104,0.00102774984456895,0.0321527192924829,"protein_coding","Cyp6a8"
"FBgn0013773",1208.37270253623,1.08058314719438,0.358897690141102,0.000124475705733648,0.0106387829744227,"protein_coding","Cyp6a22"
"FBgn0014032",933.232032285583,0.81758502450419,0.367441886254239,0.00131113172909184,0.0369849935985941,"protein_coding","Sptr"
"FBgn0014417",1566.99121659357,0.651884469045698,0.255368819316179,0.000808164347135629,0.0274575091852912,"protein_coding","CG13397"
"FBgn0014427",375.412046820638,1.18872687544233,0.496214070878885,0.000633151220880725,0.0241661121526514,"protein_coding","CG11899"
"FBgn0014865",21.4733479361324,-1.59448975731574,0.757495251829414,0.00116278388452249,0.0342140348528926,"protein_coding","Mtk"
"FBgn0015037",84.8010539828184,0.701258247594513,0.34156169874428,0.00240726962626917,0.0480953813345299,"protein_coding","Cyp4p1"
"FBgn0015522",503.344124303557,0.891178598586386,0.403874708558421,0.00125955639023273,0.0359779292666999,"protein_coding","olf186-M"
"FBgn0015546",1798.32005767696,0.721299678447963,0.247305909997783,0.000246250829888284,0.0153763041142403,"protein_coding","spel1"
"FBgn0015553",1202.40284226932,0.900197318088697,0.347544401731636,0.000491159754396572,0.0211546760358208,"protein_coding","tos"
"FBgn0015575",486.941493553131,-0.714046050898634,0.229325444553822,0.000137833987228243,0.0110269594418174,"protein_coding","alpha-Est7"
"FBgn0015872",166.181109788276,-0.662175030539282,0.336385904654511,0.00294576712071421,0.052026681848318,"protein_coding","Drip"
"FBgn0016053",1601.37483084948,1.90468787727624,0.867663674908316,0.000710290741423486,0.0254041331594159,"protein_coding","pgc"
"FBgn0016123",43.8971241799848,-0.899422434718032,0.558210742427267,0.00370976105356582,0.0578955576690586,"protein_coding","Alp4"
"FBgn0016974",24.3997463710439,1.89805258844668,0.722310420279328,0.000323567325166757,0.0174375691493809,"pseudogene","swaPsi"
"FBgn0017448",406.251344423075,1.21598345010075,0.650951684811222,0.00181890912198533,0.0435490159143457,"protein_coding","CG2187"
"FBgn0017561",636.520008019547,0.852946844846772,0.396458506803854,0.00147415448578683,0.0398203705543405,"protein_coding","Ork1"
"FBgn0019686",3501.67519018568,0.700565835518733,0.324363245637655,0.00186801974449799,0.0436669572752308,"protein_coding","lok"
"FBgn0020248",531.524552570209,0.687946665794895,0.250444390706375,0.000452680607366071,0.020737650279244,"protein_coding","stet"
"FBgn0020270",1202.56125057999,0.632424273523636,0.278626966465148,0.00169805519003176,0.0422198267703351,"protein_coding","mre11"
"FBgn0020272",399.675921117267,0.591814695418495,0.271688767249238,0.00231567174557271,0.0473407534164383,"protein_coding","mst"
"FBgn0020392",1580.04748581002,0.664302659641877,0.308895972091269,0.00214061784012199,0.0453844169979351,"protein_coding","Nmt"
"FBgn0020508",36.9842986679244,-1.94916663718251,0.664175797577978,0.000114146285842805,0.0103405242861917,"protein_coding","Ag5r2"
"FBgn0020907",95.7480381631928,-1.21970743134736,0.401579443186103,0.000105920780599118,0.0099040456389261,"protein_coding","Scp2"
"FBgn0022213",3768.20797334581,0.826158590210387,0.332999581515072,0.000686350853991158,0.025385097471475,"protein_coding","Cse1"
"FBgn0023094",351.537274179034,1.0708741718706,0.373416904674548,0.000195689568167831,0.0136359482532234,"protein_coding","cyc"
"FBgn0024177",1186.49329914775,1.05556780064861,0.878631764507903,0.00469984476776853,0.0641101019443737,"protein_coding","zpg"
"FBgn0024294",5084.94287157905,-0.704371240807542,0.225543419537486,0.000127388601788083,0.0107817723171179,"protein_coding","Spn43Aa"
"FBgn0024912",263.148363538831,0.872782483101697,0.325619606341887,0.000399629010588329,0.0196536669948048,"protein_coding","agt"
"FBgn0024920",1590.09407703682,0.603901815906165,0.318955403102579,0.00381100786227346,0.0582296452699324,"protein_coding","Ts"
"FBgn0024991",1061.03854962031,1.00886908816335,0.336253511867613,0.000137063952370753,0.0110269594418174,"protein_coding","CG2694"
"FBgn0024993",399.90581351316,0.613446476423714,0.262653969501145,0.00153413523278178,0.0407601464969635,"protein_coding","CG2662"
"FBgn0025382",219.50483743427,0.61096882150322,0.371187831303684,0.0058380641356527,0.0703113422678359,"protein_coding","Rab27"
"FBgn0025583",31.3086680866004,-0.715076044150443,1.70752811413677,0.00955228821849923,0.0891125636410988,"protein_coding","BomS2"
"FBgn0025807",239.54149888086,0.616638781017594,0.277234376650736,0.001929969710279,0.0438336973659375,"protein_coding","Rad9"
"FBgn0025837",37.0915099599688,-1.27067042162288,0.674524562577702,0.00169038892873514,0.0422198267703351,"protein_coding","CG17636"
"FBgn0026433",683.37389822798,0.647499813250759,0.383136747862723,0.00493498167054556,0.0659202679801813,"protein_coding","Grip128"
"FBgn0026570",397.853862767719,0.773222498170178,0.279468350267263,0.000359734587535282,0.0187404589887428,"protein_coding","CG5704"
"FBgn0027111",2062.12305395369,-0.963107457357102,0.216574264372795,5.36475386714691e-07,0.00016768687801882,"protein_coding","miple1"
"FBgn0027498",373.843526596407,0.964115696345301,0.365055203986092,0.000399777938834004,0.0196536669948048,"protein_coding","CG2061"
"FBgn0027500",4250.66026084923,0.706428980065095,0.387600637506128,0.00353511863510683,0.0565412249533168,"protein_coding","spd-2"
"FBgn0027513",320.12392691244,0.8531950568084,0.427306523051747,0.00204384699992863,0.0445412075283252,"protein_coding","ana2"
"FBgn0027521",3990.67828130851,0.780857244350362,0.479148082838223,0.00413322531799213,0.060049780848385,"protein_coding","CG3679"
"FBgn0027579",2249.32289598044,0.609790398610488,0.265663054981996,0.00165304587000635,0.041860925901994,"protein_coding","mino"
"FBgn0027600",1289.44985636437,-0.63661503134909,0.208347187012226,0.000160969481084604,0.0121772371368203,"protein_coding","obst-B"
"FBgn0027654",690.894955995927,-0.58626439919269,0.322356614284273,0.004306363214994,0.0610254061813917,"protein_coding","jdp"
"FBgn0028434",156.374855340736,1.36888602400798,0.569929938145251,0.0005650721323062,0.022811398994206,"protein_coding","Ercc1"
"FBgn0028496",488.550462380401,-0.602495539241575,0.366767181796073,0.00593378718097037,0.070383388144645,"protein_coding","CG30116"
"FBgn0028525",81.7598234100899,0.802455099211384,0.461017292877752,0.00345134914648281,0.0559361002893464,"protein_coding","c(2)M"
"FBgn0028533",16.191899024569,-3.73782749143979,1.01466194756694,8.31697151142471e-06,0.00149160112024568,"protein_coding","CG7953"
"FBgn0028841",295.891822623713,-0.973486404788906,0.273252936168904,2.12225536616316e-05,0.00305493075076644,"protein_coding","jhamt"
"FBgn0029079",1323.07757788263,0.613679821537985,0.267628657794615,0.00168798896480794,0.0422198267703351,"protein_coding","icln"
"FBgn0029167",42.583305874417,-1.84926358539871,0.42356698874713,6.44803948547831e-07,0.000195948755475369,"protein_coding","Hml"
"FBgn0029522",588.134532895982,0.806650195325411,0.333117860079752,0.000851828236860992,0.0286738489577208,"protein_coding","CG13373"
"FBgn0029716",14.0926719094245,-1.74977667409931,1.17401493004048,0.00251662540507676,0.0489020993455413,"protein_coding","CG3546"
"FBgn0029733",825.935854556661,1.4122678568823,1.24709937560723,0.00376448357552507,0.0581097720214428,"protein_coding","CG6927"
"FBgn0029859",15.9110334777713,-1.13249964184115,0.909760038688033,0.00477574083191775,0.0646698258041027,"protein_coding","CG15892"
"FBgn0029879",776.32097588075,1.51969907232733,0.938338034369173,0.00220776461533987,0.0460353989450714,"protein_coding","APC7"
"FBgn0029915",497.450094003786,0.751280729557125,0.330857050983864,0.00131509712155879,0.0369849935985941,"protein_coding","CG14434"
"FBgn0029924",1721.61270103938,1.1570335362882,0.388264917124925,0.000131097799608157,0.0108850534663136,"protein_coding","CG4586"
"FBgn0029931",309.632304522802,0.814927502990967,0.51048317333697,0.00410921401189662,0.060049780848385,"protein_coding","CG14427"
"FBgn0029970",1549.03242968026,0.643339775785265,0.380362854395172,0.00506814292239166,0.0662431105985242,"protein_coding","Nek2"
"FBgn0030013",434.978604485165,0.59399537040982,0.312592475873264,0.00410678944040889,0.060049780848385,"protein_coding","GIIIspla2"
"FBgn0030028",705.119695932856,0.676317412556989,0.334053976569503,0.00253409510755482,0.0490083420732644,"protein_coding","Corp"
"FBgn0030056",2003.89159746126,0.653516807227264,0.260202562129144,0.000885366527343506,0.0294404553469239,"protein_coding","CAH3"
"FBgn0030148",440.462034172163,-0.808218616948823,0.349683051199389,0.00107961955633176,0.0331288836239787,"protein_coding","CG3106"
"FBgn0030170",485.393773365883,0.818024735232777,0.400071086593824,0.00190989482491676,0.0437350572709832,NA,NA
"FBgn0030244",359.999225534808,-0.650576127181517,0.474840533302134,0.00720329239627942,0.0779466061476725,"protein_coding","CG2157"
"FBgn0030336",3542.53747358528,0.698323361256971,0.328549272067007,0.00201572894176385,0.0442812743431657,"protein_coding","CG1578"
"FBgn0030362",860.175952439016,-0.681699966831112,0.14553243071466,2.39320136992585e-07,8.18175718343399e-05,"protein_coding","regucalcin"
"FBgn0030373",794.197226287532,0.798603019574029,0.283253563352047,0.000301502993361546,0.0170627068192312,"protein_coding","moon"
"FBgn0030432",665.629769869852,0.682781545158856,0.546043235655997,0.00759674513601605,0.0792589718284558,"protein_coding","CG4404"
"FBgn0030539",195.437208018598,-0.607423664627797,0.6195133049353,0.0105712046217575,0.0931707288651383,"protein_coding","CG1368"
"FBgn0030551",1358.59912300901,1.12315123580154,1.003201700245,0.00463386418603949,0.0636788311374934,"protein_coding","CG11674"
"FBgn0030573",155.510811615061,0.771937848425139,0.379133215117467,0.0021187548007174,0.045085892056724,"protein_coding","nmdyn-D6"
"FBgn0030628",748.018805035167,0.642723872028166,0.35634042638834,0.00412647924739109,0.060049780848385,"protein_coding","CG9114"
"FBgn0030740",1441.39198505992,1.08753422758144,0.302977951992146,1.75934647666957e-05,0.00256630006063534,"protein_coding","CG9917"
"FBgn0030746",32.5131733558737,-0.977328666125033,0.487109713432169,0.00186693702804001,0.0436669572752308,"protein_coding","CG9981"
"FBgn0030756",131.906912201251,-0.593505890682766,0.489111842060868,0.0104462686111993,0.0927074912303471,"protein_coding","CG9903"
"FBgn0030794",276.515380380003,0.723053941979793,0.268367500884498,0.000481773167097431,0.0211546760358208,"protein_coding","CG13005"
"FBgn0030803",3359.6645192947,0.595548398912205,0.236464294632796,0.000989469526294392,0.0313762220801758,"protein_coding","CG4880"
"FBgn0030833",1104.24609432771,0.661643571169284,0.308606111194671,0.00208019589172262,0.0448703946177255,"protein_coding","CG8915"
"FBgn0030844",19.1900756740153,-3.15106155531885,0.747665412947804,1.17599686015537e-06,0.000329882196156405,"protein_coding","ppk23"
"FBgn0030883",237.419806168125,0.620631133527363,0.347377820208515,0.00458887012498487,0.0634668004643925,"protein_coding","CG7772"
"FBgn0030931",62.1297760237274,1.0324172206203,0.61894553797689,0.0029466763714529,0.052026681848318,"protein_coding","Xrcc2"
"FBgn0030932",2731.48117507661,1.48900722259724,0.718215512786698,0.0010829152372276,0.0331288836239787,"protein_coding","Ggt-1"
"FBgn0030938",121.153186731839,1.65634072911006,0.62232900189068,0.000267576337082006,0.0160839842180063,"protein_coding","CG15047"
"FBgn0030954",119.20153642432,-0.807034059466897,0.228468330571283,2.86050809406375e-05,0.00381633640842163,"protein_coding","CCKLR-17D3"
"FBgn0030963",740.757963390925,0.594897004615376,0.293000554052108,0.0031343281261962,0.0531934738025216,"protein_coding","CG7101"
"FBgn0030970",793.478064031248,0.926251119458457,0.319856739838607,0.000212687521673828,0.014452183149762,"protein_coding","CG7326"
"FBgn0031091",604.25750101226,0.674019620301897,0.371482330320406,0.00379632735944218,0.0581433886026325,"protein_coding","Phf7"
"FBgn0031126",1406.90228773558,1.07893677722971,0.452748926096159,0.0006962162103104,0.025385097471475,"protein_coding","Cyp6v1"
"FBgn0031219",29.7355559666791,-0.85134208607733,0.58419047170903,0.00513112261825457,0.0669064141164542,"protein_coding","CG13694"
"FBgn0031252",1607.63363941183,0.609891367411578,0.224219389225654,0.000570832171617236,0.0229592057260756,"protein_coding","CG13690"
"FBgn0031267",354.925123670474,0.813029026620265,0.261196564167249,0.000119258603649956,0.0104375129914442,"protein_coding","Ipk2"
"FBgn0031294",528.16974908518,-0.642677277399007,0.324608511311176,0.00299208715823106,0.0521233017691844,"protein_coding","IA-2"
"FBgn0031327",73.3291131659836,-1.20319504995547,0.442544963396926,0.000275734279364906,0.0162954067536663,"protein_coding","CG5397"
"FBgn0031343",53.554026007068,0.741303595739886,0.800516512805129,0.00851772432557526,0.0839107858981283,"protein_coding","CG18131"
"FBgn0031384",610.317652389306,0.873911860845604,0.367603620000272,0.00086387797596914,0.0289016056792122,"protein_coding","CG4238"
"FBgn0031451",80.9535094139603,-0.919385387515096,0.351423446881231,0.000490693494564458,0.0211546760358208,"protein_coding","CG9961"
"FBgn0031519",400.111908811618,1.02825872801347,0.293233304073454,2.47019153746302e-05,0.00346460197690327,"protein_coding","Fign"
"FBgn0031579",109.941348971795,-0.622562040488456,0.623452922360232,0.0101963520175581,0.0915078679836634,"protein_coding","CG15422"
"FBgn0031610",498.634848821448,0.641019678649252,0.297766489967262,0.00215735742510492,0.0455416275049886,"protein_coding","Paris"
"FBgn0031633",1062.85345098973,0.589489835526112,0.150491617442349,9.04319816106758e-06,0.00149897860427393,"protein_coding","Fnta"
"FBgn0031634",162.291442195188,-0.617511627236675,0.328842094563347,0.00391333597042332,0.058527662086966,"protein_coding","Ir25a"
"FBgn0031677",316.350341726151,1.6734388622352,0.627400123837089,0.000245976975615983,0.0153763041142403,"protein_coding","CG14036"
"FBgn0031741",474.940336244169,-1.66074607511679,0.235829181715169,1.03219704544884e-13,1.61317652531575e-10,"protein_coding","CG11034"
"FBgn0031791",58.5851941075794,-0.655605002845638,0.613287833261946,0.00920941276888156,0.0870794949797444,"protein_coding","AANATL2"
"FBgn0031792",78.8253009582694,-0.791063895680527,0.404949120929653,0.00251261045546537,0.0489020993455413,"protein_coding","CG13983"
"FBgn0031848",417.69666339901,0.720695983831628,0.340473285831927,0.00196108898096545,0.0438336973659375,"protein_coding","Nse1"
"FBgn0031865",89.3505079314681,-0.840153952275975,0.456131512717421,0.00270167075951957,0.0507265234024515,"protein_coding","Nha1"
"FBgn0031894",97.2835086382585,1.659464305159,0.744824315226794,0.000733615462414149,0.0258895263187445,"protein_coding","CG4496"
"FBgn0031910",452.681345812117,-1.82749544964576,0.286058470627277,7.38732730550164e-12,8.97970674690977e-09,"protein_coding","CG15818"
"FBgn0031997",486.947431764799,0.61006130923933,0.309574038271908,0.00339466399551099,0.0553965785078078,"protein_coding","PGAP5"
"FBgn0032014",6376.89685087785,0.716163463070584,0.338744280089541,0.00197654230381302,0.0438607967620982,"protein_coding","CG7840"
"FBgn0032026",2438.38444049879,0.658354516189162,0.338024040657558,0.00313617830005726,0.0531934738025216,"protein_coding","CG7627"
"FBgn0032151",61.2095508871179,-0.668521482486182,0.629510371662515,0.00892665209418633,0.0861412430838275,"protein_coding","nAChRalpha6"
"FBgn0032189",1904.09762051964,0.621004666156081,0.379878488133567,0.00576905142808562,0.0697825359184176,"protein_coding","Ripalpha"
"FBgn0032219",18.1824186674843,-1.21870058187595,0.937293598455245,0.00421596136424367,0.0607390987316228,"protein_coding","CG4995"
"FBgn0032235",928.31473015495,-0.634350208416461,0.220801008941436,0.000337678566213976,0.0178384698570174,"protein_coding","CG5096"
"FBgn0032259",426.766448445432,0.663725224629726,0.254963998557049,0.000676985399790783,0.0252772022993555,"protein_coding","CG6144"
"FBgn0032262",1861.28493411697,0.837355612248052,0.435873728561889,0.00236579967183945,0.0476426420401521,"protein_coding","CG7384"
"FBgn0032282",60.6952151775774,-3.16121024161273,0.788351481584198,2.08985574247512e-06,0.000531698181922739,"protein_coding","CG7299"
"FBgn0032283",1272.960341619,-0.595322573907716,0.200417056222278,0.000277537544966604,0.0162954067536663,"protein_coding","CG7296"
"FBgn0032284",324.463564275525,-0.67007065585487,0.231444434331246,0.00027113269854416,0.0162086979348257,"protein_coding","CG7294"
"FBgn0032295",4402.383764319,0.587159314894526,0.303281906766977,0.00385593533176945,0.0584079126496433,"protein_coding","CG12299"
"FBgn0032341",2364.02313873223,0.649305360076209,0.244984685752088,0.000612308962795295,0.0238433281442119,"protein_coding","Reps"
"FBgn0032350",634.904175229904,1.43797375596545,0.508434437433278,0.00017637024438129,0.0128632698235421,"protein_coding","CG6287"
"FBgn0032374",149.286938911676,1.9179443566863,0.542339774128605,1.58599670323424e-05,0.00234470323424089,"protein_coding","CG14931"
"FBgn0032381",69.8978117641828,-0.678211671292595,0.892176838397858,0.00906211168267781,0.0865091638817585,"protein_coding","Mal-B1"
"FBgn0032382",495.560439145598,0.898724097466552,0.345683967080129,0.0004800890702741,0.0211546760358208,"protein_coding","Mal-B2"
"FBgn0032405",540.883970750137,-0.668658050988569,0.201560130031247,7.82720935735904e-05,0.00800277293172971,"protein_coding","firl"
"FBgn0032449",91.175280914676,1.29268732917809,0.475573011576468,0.000263802055469825,0.016033302704666,"protein_coding","CG17036"
"FBgn0032474",1064.89222803802,0.659719075816187,0.245393913003631,0.000552518902133592,0.0225543163781399,"protein_coding","DnaJ-H"
"FBgn0032491",185.031038727664,0.954242632929309,0.417350592151095,0.000975639184639762,0.0310275949998808,"protein_coding","CG16815"
"FBgn0032493",217.618771093478,1.19922532836891,0.405616648814273,0.000143101545192733,0.0113444268435398,"protein_coding","Mabi"
"FBgn0032652",79.7841496222284,-1.38866443977362,0.408978769433635,3.09870215191639e-05,0.00403569065975777,"protein_coding","CG6870"
"FBgn0032705",1508.05098298443,0.910611389128322,0.343079737076587,0.000409485213849965,0.0199989653549938,"protein_coding","Grip71"
"FBgn0032773",337.704076896999,-0.687084160626749,0.485736786751586,0.00635746864294537,0.0726757648420296,"protein_coding","fon"
"FBgn0032783",1607.15932239066,0.918760992895232,0.342458438689738,0.00037571139451331,0.0192452698241528,"protein_coding","CG10237"
"FBgn0032789",61.1837162593436,4.64116229884867,0.494192473001434,7.21994710675419e-22,1.97465553369727e-18,"protein_coding","CG13083"
"FBgn0032813",105.851968187968,-0.618176746740858,0.317674296203908,0.00331931015752473,0.0547258736598208,"protein_coding","PCNA2"
"FBgn0032869",109.07794272516,0.782905184541399,0.406262280129807,0.00250907988093577,0.0489020993455413,"protein_coding","CG17470"
"FBgn0032900",82.4844755486007,-0.629642977643751,0.525712700575312,0.00898191790700797,0.0861412430838275,"protein_coding","CG14401"
"FBgn0033033",877.590563224238,-0.631367018646714,0.213593115718368,0.000265778981469971,0.0160642102612237,"protein_coding","scaf"
"FBgn0033124",68.413551236752,-0.600190430898142,0.561664114205039,0.0105916125773626,0.093219824293119,"protein_coding","Tsp42Ec"
"FBgn0033136",26.4196017637108,-0.796929582996562,0.602825620242817,0.00609141796719231,0.0707482936880921,"protein_coding","Tsp42Eo"
"FBgn0033138",77.651027955354,-0.603339354990732,0.407393884538128,0.00731504008700387,0.078472837555096,"protein_coding","Tsp42Eq"
"FBgn0033221",50.7033647379935,-1.73341567328477,0.442761051436681,4.12406456881562e-06,0.000835504933015608,"protein_coding","CG12825"
